%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone_num,field.zone_letter
1580418251049914696,26,1580418251049258947,,42.3389416667,-71.0919833333,7.8,327665.7433,4689529.10998,19,T
1580418254062067414,27,1580418254061496019,,42.3389483333,-71.0919683333,7.9,327666.997241,4689529.81986,19,T
1580418255566969585,28,1580418255566533088,,42.3389566667,-71.0919533333,7.8,327668.255734,4689530.71481,19,T
1580418257073220729,29,1580418257072561979,,42.338965,-71.091935,7.8,327669.788833,4689531.60301,19,T
1580418258579432200,30,1580418258578715085,,42.338975,-71.0919166667,7.8,327671.326485,4689532.67628,19,T
1580418260085226257,31,1580418260084780931,,42.3389866667,-71.0918983333,7.9,327672.868689,4689533.93461,19,T
1580418263094780328,32,1580418263094419956,,42.338995,-71.09188,8.2,327674.401787,4689534.82281,19,T
1580418264599268222,33,1580418264598814010,,42.338995,-71.09186,7.7,327676.049423,4689534.78228,19,T
1580418266103589340,34,1580418266102977037,,42.3390016667,-71.0918416667,7.4,327677.577967,4689535.48541,19,T
1580418267608749933,35,1580418267608334064,,42.3390083333,-71.091825,7.2,327678.969208,4689536.19191,19,T
1580418269116529945,36,1580418269115941047,,42.3390133333,-71.0918066667,6.8,327680.493199,4689536.70997,19,T
1580418272128356578,37,1580418272128025054,,42.3390216667,-71.0917883333,7.0,327682.026296,4689537.59817,19,T
1580418273633345705,38,1580418273632922887,,42.33903,-71.09177,6.9,327683.559391,4689538.48637,19,T
1580418275138863491,39,1580418275138185024,,42.3390383333,-71.09175,7.0,327685.22979,4689539.37119,19,T
1580418276644345079,40,1580418276643718957,,42.339045,-71.0917316667,7.4,327686.758332,4689540.07432,19,T
1580418278148721655,41,1580418278148279905,,42.339055,-71.0917133333,7.8,327688.295979,4689541.14759,19,T
1580418281156316007,42,1580418281155852079,,42.3390633333,-71.091695,8.2,327689.829074,4689542.03579,19,T
1580418282661033911,43,1580418282660222053,,42.3390766667,-71.0916733333,8.5,327691.650431,4689543.47245,19,T
1580418284164214798,44,1580418284163858890,,42.3390883333,-71.0916483333,8.8,327693.74184,4689544.71728,19,T
1580418285669694424,45,1580418285668993949,,42.3390966667,-71.0916266667,9.4,327695.549538,4689545.59873,19,T
1580418287175169589,46,1580418287174479961,,42.3391066667,-71.0916033333,9.8,327697.499091,4689546.66187,19,T
1580418290188859714,47,1580418290188358068,,42.339115,-71.0915833333,10.3,327699.169486,4689547.54669,19,T
1580418291694243375,48,1580418291693831920,,42.3391216667,-71.0915633333,10.5,327700.835328,4689548.24645,19,T
1580418293198918397,49,1580418293198441028,,42.33913,-71.0915416667,10.8,327702.643024,4689549.1279,19,T
1580418294704406003,50,1580418294703785896,,42.3391366667,-71.09152,11.0,327704.446168,4689549.82428,19,T
1580418296208724562,51,1580418296208353042,,42.339145,-71.0915016667,11.2,327705.979258,4689550.71248,19,T
1580418299218128713,52,1580418299217694044,,42.3391533333,-71.0914833333,11.3,327707.512348,4689551.60069,19,T
1580418300721772813,53,1580418300721335887,,42.3391633333,-71.091465,11.4,327709.049989,4689552.67396,19,T
1580418302227454946,54,1580418302226880073,,42.3391733333,-71.0914433333,11.8,327710.862235,4689553.74048,19,T
1580418303733831633,55,1580418303733233928,,42.3391866667,-71.091425,12.9,327712.40898,4689555.1839,19,T
1580418305237820842,56,1580418305237317085,,42.3391983333,-71.0914083333,13.9,327713.813869,4689556.44562,19,T
1580418308246794059,57,1580418308246234893,,42.33921,-71.091395,14.6,327714.944153,4689557.7141,19,T
1580418309750717250,58,1580418309750143051,,42.3392216667,-71.09137,14.8,327717.035554,4689558.95894,19,T
1580418311256665237,59,1580418311255801916,,42.33923,-71.0913433333,15.2,327719.255153,4689559.83026,19,T
1580418312761173292,60,1580418312760652065,,42.3392433333,-71.0913266667,16.2,327720.664592,4689561.27706,19,T
1580418314266977139,61,1580418314266525983,,42.3392566667,-71.0913066667,17.3,327722.348635,4689562.7171,19,T
1580418318197920416,62,1580418318197324991,,42.3392666667,-71.091285,18.1,327724.160876,4689563.78363,19,T
1580418319703834483,63,1580418319703295946,,42.3392683333,-71.09126,18.1,327726.224964,4689563.91805,19,T
1580418321208399648,64,1580418321207864999,,42.3392733333,-71.0912316667,18.2,327728.572759,4689564.41585,19,T
1580418322714751795,65,1580418322714168071,,42.3392783333,-71.0912066667,18.1,327730.645949,4689564.92041,19,T
1580418324220935465,66,1580418324220138072,,42.339285,-71.091185,18.0,327732.449086,4689565.6168,19,T
1580418327232629885,67,1580418327232120037,,42.3392933333,-71.0911633333,18.0,327734.256774,4689566.49826,19,T
1580418328738504653,68,1580418328737854003,,42.3393033333,-71.0911416667,17.9,327736.069012,4689567.56478,19,T
1580418330243065774,69,1580418330242494106,,42.3393083333,-71.091115,17.7,327738.279503,4689568.06597,19,T
1580418331748200231,70,1580418331747548103,,42.3393166667,-71.0910933333,17.7,327740.087189,4689568.94743,19,T
1580418333253954258,71,1580418333253493070,,42.3393216667,-71.0910683333,17.5,327742.160377,4689569.45199,19,T
1580418336262689548,72,1580418336262283086,,42.3393283333,-71.091045,17.5,327744.100814,4689570.14501,19,T
1580418337766692233,73,1580418337766061067,,42.3393333333,-71.09102,17.6,327746.174001,4689570.64957,19,T
1580418339271947480,74,1580418339271142959,,42.3393416667,-71.0909983333,17.6,327747.981685,4689571.53103,19,T
1580418340775334097,75,1580418340774868011,,42.3393466667,-71.0909766667,17.7,327749.780267,4689572.04235,19,T
1580418342280094342,76,1580418342279652118,,42.3393533333,-71.090955,17.7,327751.5834,4689572.73874,19,T
1580418345290347564,77,1580418345289056062,,42.33936,-71.0909316667,17.6,327753.523835,4689573.43176,19,T
1580418346794644994,78,1580418346794054031,,42.33937,-71.0909116667,17.5,327755.198766,4689574.50166,19,T
1580418348300150134,79,1580418348299696922,,42.33938,-71.0908866667,17.4,327757.285604,4689575.56144,19,T
1580418349806481886,80,1580418349805978059,,42.3393883333,-71.0908583333,17.4,327759.642494,4689576.4294,19,T
1580418351311634769,81,1580418351311156988,,42.3393983333,-71.0908283333,17.1,327762.141236,4689577.47906,19,T
1580418354322417727,82,1580418354321436882,,42.339405,-71.0908033333,17.2,327764.21897,4689578.1687,19,T
1580418355828055736,83,1580418355827308893,,42.3394133333,-71.0907816667,17.0,327766.026651,4689579.05016,19,T
1580418357332830856,84,1580418357332233905,,42.339425,-71.0907633333,17.1,327767.568827,4689580.30852,19,T
1580418358836750352,85,1580418358836253881,,42.3394333333,-71.09074,17.2,327769.513808,4689581.18661,19,T
1580418360343858740,86,1580418360342261075,,42.3394433333,-71.09072,17.4,327771.188735,4689582.25652,19,T
1580418363353387846,87,1580418363352780103,,42.3394566667,-71.0907033333,17.3,327772.598159,4689583.70333,19,T
1580418364858727388,88,1580418364858175039,,42.3394716667,-71.0906816667,17.5,327774.424038,4689585.32508,19,T
1580418366363275690,89,1580418366362729072,,42.33949,-71.0906516667,17.6,327776.945527,4689587.30009,19,T
1580418367867806547,90,1580418367867269039,,42.339505,-71.09062,17.9,327779.595215,4689588.90159,19,T
1580418369373004688,91,1580418369372507095,,42.3395083333,-71.0905866667,17.4,327782.350353,4689589.20421,19,T
1580418372381675094,92,1580418372381293058,,42.339515,-71.0905533333,17.1,327785.11459,4689589.87698,19,T
1580418373887933759,93,1580418373887295007,,42.3395183333,-71.0905233333,17.1,327787.595124,4689590.18636,19,T
1580418375392881801,94,1580418375392412900,,42.3395183333,-71.0904966667,17.1,327789.791953,4689590.13235,19,T
1580418376898115679,95,1580418376897584915,,42.3395216667,-71.090475,17.1,327791.585977,4689590.45861,19,T
1580418378402977222,96,1580418378402570009,,42.3395266667,-71.0904566667,17.3,327793.109947,4689590.97669,19,T
1580418381412741380,97,1580418381412384986,,42.339535,-71.09044,17.3,327794.505714,4689591.86829,19,T
1580418382917087988,98,1580418382916728019,,42.339545,-71.0904233333,17.2,327795.906031,4689592.94496,19,T
1580418384422050805,99,1580418384421520948,,42.3395566667,-71.0904066667,17.5,327797.310898,4689594.2067,19,T
1580418385926709131,100,1580418385926153898,,42.3395716667,-71.0903916667,17.7,327798.587561,4689595.84196,19,T
1580418387431296595,101,1580418387430748939,,42.3395866667,-71.0903783333,17.7,327799.726923,4689597.48059,19,T
1580418390443036739,102,1580418390442497968,,42.3396016667,-71.0903666667,17.6,327800.728982,4689599.1226,19,T
