%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone_num,field.zone_letter
1580325932260590108,29,1580325932259814977,,42.338785,-71.0880233333,21.0,327991.548253,4689503.69485,19,T
1580325935268199735,30,1580325935267688035,,42.338785,-71.0880183333,21.2,327991.960163,4689503.68474,19,T
1580325936772851635,31,1580325936772236108,,42.33879,-71.0880133333,21.5,327992.385707,4689504.22983,19,T
1580325938278617814,32,1580325938278000116,,42.3387983333,-71.0880116667,21.7,327992.545733,4689505.15182,19,T
1580325939782297047,33,1580325939781735897,,42.338805,-71.08801,21.7,327992.701215,4689505.88873,19,T
1580325941287325478,34,1580325941286760091,,42.3388066667,-71.0880016667,21.7,327993.392276,4689506.05694,19,T
1580325944297441919,35,1580325944296617031,,42.338815,-71.0879966667,21.8,327993.826909,4689506.97218,19,T
1580325945801897888,36,1580325945801166057,,42.3388216667,-71.0879933333,21.8,327994.119693,4689507.70572,19,T
1580325947304846134,37,1580325947304359912,,42.3388216667,-71.0879933333,21.5,327994.119693,4689507.70572,19,T
1580325948809584228,38,1580325948809062004,,42.3388233333,-71.0879916667,21.4,327994.261541,4689507.88742,19,T
1580325950314119741,39,1580325950313532114,,42.3388233333,-71.0879883333,21.5,327994.536148,4689507.88067,19,T
1580325953324537036,40,1580325953323901891,,42.33882,-71.0879866667,21.6,327994.664362,4689507.50716,19,T
1580325954828589813,41,1580325954828092098,,42.33882,-71.08798,21.8,327995.213575,4689507.49368,19,T
1580325956332601536,42,1580325956332165002,,42.338815,-71.0879716667,22.1,327995.886459,4689506.92161,19,T
1580325957838346948,43,1580325957837874889,,42.338815,-71.0879583333,22.5,327996.984886,4689506.89463,19,T
1580325959343571786,44,1580325959342940092,,42.3388133333,-71.087945,22.7,327998.078768,4689506.68259,19,T
1580325962354112743,45,1580325962353528022,,42.3388133333,-71.0879366667,22.7,327998.765285,4689506.66573,19,T
1580325964570648244,46,1580325964570095062,,42.3388066667,-71.0879383333,22.7,327998.609804,4689505.92882,19,T
1580325966075166968,47,1580325966074649095,,42.3388016667,-71.0879333333,22.7,327999.008081,4689505.3635,19,T
1580325967580071709,48,1580325967579530954,,42.3388,-71.08793,22.8,327999.278143,4689505.17168,19,T
1580325969085485674,49,1580325969084830999,,42.3388033333,-71.0879283333,22.8,327999.424535,4689505.53845,19,T
1580325972094969305,50,1580325972094325065,,42.3388033333,-71.0879316667,22.8,327999.149929,4689505.5452,19,T
1580325973600309432,51,1580325973599895954,,42.338805,-71.0879433333,22.8,327998.193349,4689505.75387,19,T
1580325975104821798,52,1580325975104170083,,42.3388033333,-71.0879533333,22.7,327997.364985,4689505.58903,19,T
1580325976609809749,53,1580325976609350919,,42.3388066667,-71.087955,22.7,327997.23677,4689505.96254,19,T
1580325978115246046,54,1580325978114645004,,42.338815,-71.08796,22.6,327996.847582,4689506.89801,19,T
1580325981125514038,55,1580325981124655961,,42.3388183333,-71.08796,22.8,327996.856671,4689507.26815,19,T
1580325982631721394,56,1580325982630981922,,42.33882,-71.08796,23.1,327996.861215,4689507.45322,19,T
1580325984135477337,57,1580325984134702920,,42.3388183333,-71.0879533333,23.1,327997.405884,4689507.25466,19,T
1580325985639606141,58,1580325985638631105,,42.3388183333,-71.0879466667,23.0,327997.955098,4689507.24118,19,T
1580325987145487441,59,1580325987144571065,,42.338815,-71.0879416667,22.8,327998.357919,4689506.86092,19,T
1580325990154409209,60,1580325990153498888,,42.3388133333,-71.0879316667,22.9,327999.177195,4689506.65562,19,T
1580325991659257147,61,1580325991658674955,,42.3388116667,-71.08792,23.1,328000.133774,4689506.44695,19,T
1580325993164927300,62,1580325993164359092,,42.3388066667,-71.087915,23.3,328000.532051,4689505.88162,19,T
1580325994670084933,63,1580325994669327020,,42.3388033333,-71.0879116667,23.7,328000.797569,4689505.50474,19,T
1580325996175131443,64,1580325996174453973,,42.3388033333,-71.0879083333,23.7,328001.072176,4689505.498,19,T
1580325999186109139,65,1580325999185225009,,42.3388016667,-71.0879083333,23.6,328001.067632,4689505.31293,19,T
1580326000691273355,66,1580326000690736055,,42.3388016667,-71.087905,23.6,328001.342238,4689505.30618,19,T
1580326002197598090,67,1580326002197140932,,42.3388,-71.087905,23.7,328001.337694,4689505.12111,19,T
1580326003702102248,68,1580326003701522111,,42.3388,-71.0879066667,23.9,328001.200391,4689505.12448,19,T
1580326005205950741,69,1580326005205406904,,42.338795,-71.08791,24.1,328000.912151,4689504.57601,19,T
1580326008217012336,70,1580326008216464996,,42.3387933333,-71.0879133333,24.2,328000.633,4689504.39769,19,T
1580326009721360073,71,1580326009720921993,,42.3387966667,-71.087915,24.3,328000.504785,4689504.7712,19,T
1580326011227138774,72,1580326011226488113,,42.3388016667,-71.08791,24.3,328000.930328,4689505.3163,19,T
1580326012731297136,73,1580326012730860948,,42.3388033333,-71.087905,24.4,328001.346783,4689505.49125,19,T
1580326014236253246,74,1580326014235629081,,42.338805,-71.0878983333,24.6,328001.90054,4689505.66284,19,T
1580326017245306053,75,1580326017244946002,,42.3388066667,-71.0878933333,24.9,328002.316995,4689505.8378,19,T
1580326018750482391,76,1580326018750040054,,42.338805,-71.08789,24.9,328002.587057,4689505.64598,19,T
1580326020255440839,77,1580326020254901885,,42.338805,-71.0878883333,25.0,328002.724361,4689505.64261,19,T
1580326021760827878,78,1580326021760363101,,42.3388083333,-71.0878883333,25.1,328002.733449,4689506.01275,19,T
1580326023265210981,79,1580326023264735937,,42.3388083333,-71.0878883333,25.4,328002.733449,4689506.01275,19,T
1580326026275413910,80,1580326026274739027,,42.3388083333,-71.087885,25.7,328003.008056,4689506.00601,19,T
1580326027780555700,81,1580326027780072927,,42.3388033333,-71.087885,26.0,328002.994423,4689505.4508,19,T
1580326029285505220,82,1580326029285022020,,42.3388016667,-71.0878866667,26.1,328002.852576,4689505.2691,19,T
1580326030792700406,83,1580326030792207956,,42.3388016667,-71.0878866667,26.3,328002.852576,4689505.2691,19,T
1580326032298180612,84,1580326032297667980,,42.3388,-71.087885,26.3,328002.985335,4689505.08066,19,T
1580326035308421334,85,1580326035307931900,,42.3387983333,-71.0878833333,26.6,328003.118094,4689504.89221,19,T
1580326036813797514,86,1580326036813324928,,42.3387983333,-71.0878783333,26.9,328003.530004,4689504.8821,19,T
1580326038317892299,87,1580326038317401885,,42.3387966667,-71.0878766667,26.9,328003.662763,4689504.69366,19,T
1580326039823570331,88,1580326039823092937,,42.3387933333,-71.0878783333,26.9,328003.516371,4689504.32689,19,T
1580326041330087878,89,1580326041329492092,,42.33879,-71.0878783333,27.2,328003.507283,4689503.95675,19,T
1580326044341675120,90,1580326044341120958,,42.3387883333,-71.0878783333,27.5,328003.502739,4689503.77168,19,T
1580326045846966083,91,1580326045846308946,,42.3387866667,-71.0878766667,27.6,328003.635498,4689503.58323,19,T
1580326047353304352,92,1580326047352762937,,42.3387833333,-71.0878766667,27.9,328003.626409,4689503.21309,19,T
1580326048858043759,93,1580326048857516050,,42.3387816667,-71.0878766667,28.1,328003.621865,4689503.02802,19,T
1580326050362439700,94,1580326050362057924,,42.3387833333,-71.0878733333,28.4,328003.901016,4689503.20635,19,T
1580326053370104639,95,1580326053369374036,,42.338785,-71.0878683333,28.6,328004.317471,4689503.38131,19,T
1580326054874052010,96,1580326054873367071,,42.338785,-71.087865,28.6,328004.592078,4689503.37456,19,T
1580326056377072280,97,1580326056376576900,,42.338785,-71.08786,28.7,328005.003988,4689503.36445,19,T
1580326057883111256,98,1580326057882359981,,42.3387833333,-71.0878566667,28.7,328005.27405,4689503.17264,19,T
1580326059388217713,99,1580326059387763023,,42.3387816667,-71.0878533333,28.6,328005.544113,4689502.98082,19,T
1580326062885958591,100,1580326062885431051,,42.3387783333,-71.08785,28.7,328005.809632,4689502.60394,19,T
1580326064391502363,101,1580326064391032934,,42.338775,-71.0878466667,28.8,328006.07515,4689502.22706,19,T
1580326065897060087,102,1580326065896409988,,42.3387716667,-71.087845,28.7,328006.203365,4689501.85354,19,T
1580326067403217873,103,1580326067402761936,,42.3387716667,-71.08784,28.7,328006.615276,4689501.84343,19,T
1580326068910091861,104,1580326068909535884,,42.3387716667,-71.087835,28.7,328007.027186,4689501.83332,19,T
1580326071920039809,105,1580326071919362068,,42.33877,-71.08783,28.9,328007.434552,4689501.63813,19,T
1580326073424785105,106,1580326073424200057,,42.3387716667,-71.087825,28.9,328007.851007,4689501.81309,19,T
1580326074929533409,107,1580326074928921937,,42.3387716667,-71.08782,28.9,328008.262917,4689501.80297,19,T
1580326076436054737,108,1580326076435303926,,42.3387733333,-71.087815,29.0,328008.679371,4689501.97793,19,T
1580326077942016023,109,1580326077941492080,,42.3387733333,-71.0878133333,28.9,328008.816675,4689501.97456,19,T
1580326080950991736,110,1580326080950529098,,42.3387766667,-71.0878083333,28.8,328009.237673,4689502.33459,19,T
1580326082455746381,111,1580326082455238103,,42.33878,-71.087805,28.7,328009.521368,4689502.69799,19,T
1580326083961696804,112,1580326083961225986,,42.3387833333,-71.0877966667,28.8,328010.216973,4689503.05127,19,T
1580326085466584192,113,1580326085466032981,,42.3387833333,-71.0877916667,29.0,328010.628884,4689503.04116,19,T
1580326086972747543,114,1580326086972299098,,42.3387816667,-71.08779,29.0,328010.761643,4689502.85272,19,T
1580326089982607916,115,1580326089981962919,,42.3387783333,-71.0877883333,29.2,328010.889858,4689502.4792,19,T
1580326091488035563,116,1580326091487437009,,42.3387766667,-71.087785,29.2,328011.159921,4689502.28739,19,T
1580326092992750824,117,1580326092992089986,,42.3387766667,-71.0877783333,29.4,328011.709135,4689502.27391,19,T
1580326094498956134,118,1580326094498223066,,42.3387766667,-71.087775,29.6,328011.983742,4689502.26716,19,T
1580326096005125328,119,1580326096004590988,,42.33878,-71.087765,29.8,328012.81665,4689502.61708,19,T
1580326099016927532,120,1580326099016402006,,42.33878,-71.0877633333,29.9,328012.953954,4689502.61371,19,T
1580326100522079352,121,1580326100521569967,,42.3387816667,-71.087755,29.9,328013.645015,4689502.78192,19,T
1580326102028048243,122,1580326102027266979,,42.3387833333,-71.08775,30.0,328014.061469,4689502.95688,19,T
1580326103533608927,123,1580326103533025026,,42.3387816667,-71.08775,30.1,328014.056925,4689502.77181,19,T
1580326105038147274,124,1580326105037406921,,42.3387766667,-71.0877516667,30.4,328013.90599,4689502.21997,19,T
1580326108049151090,125,1580326108048481941,,42.3387766667,-71.0877483333,30.6,328014.180597,4689502.21322,19,T
1580326109553644864,126,1580326109552944898,,42.3387783333,-71.0877466667,30.6,328014.322444,4689502.39492,19,T
1580326111059029065,127,1580326111058566093,,42.3387816667,-71.087745,30.7,328014.468835,4689502.76169,19,T
1580326112565879100,128,1580326112565152883,,42.3387833333,-71.0877416667,30.4,328014.747986,4689502.94002,19,T
1580326114072653022,129,1580326114071985960,,42.338785,-71.0877433333,30.3,328014.615227,4689503.12846,19,T
1580326117083225375,130,1580326117082566022,,42.3387866667,-71.0877433333,30.2,328014.619771,4689503.31354,19,T
1580326118588003247,131,1580326118587447881,,42.338785,-71.0877416667,30.1,328014.75253,4689503.12509,19,T
1580326120092606888,132,1580326120091979980,,42.338785,-71.0877383333,30.2,328015.027137,4689503.11835,19,T
1580326121598452381,133,1580326121597781896,,42.3387883333,-71.0877316667,30.2,328015.585438,4689503.47501,19,T
1580326123104145275,134,1580326123103725910,,42.3387883333,-71.0877233333,30.3,328016.271955,4689503.45815,19,T
1580326126555904782,135,1580326126555234909,,42.3387883333,-71.08772,30.5,328016.546562,4689503.45141,19,T
1580326128061145326,136,1580326128060657978,,42.3387866667,-71.087715,30.7,328016.953929,4689503.25623,19,T
1580326129567306609,137,1580326129566734075,,42.338785,-71.0877083333,31.1,328017.498598,4689503.05767,19,T
1580326131072807174,138,1580326131072386980,,42.338785,-71.087705,31.4,328017.773205,4689503.05093,19,T
1580326132578002391,139,1580326132577578067,,42.3387866667,-71.0877033333,31.6,328017.915052,4689503.23263,19,T
1580326135588575651,140,1580326135588061094,,42.3387866667,-71.0877016667,32.1,328018.052356,4689503.22926,19,T
1580326137093289137,141,1580326137092798948,,42.3387866667,-71.0877016667,32.6,328018.052356,4689503.22926,19,T
1580326138598202718,142,1580326138597805023,,42.3387866667,-71.0876983333,32.9,328018.326963,4689503.22252,19,T
1580326140102544333,143,1580326140102027893,,42.338785,-71.08769,33.3,328019.008936,4689503.02059,19,T
1580326141607966879,144,1580326141607315063,,42.338785,-71.0876833333,33.8,328019.55815,4689503.00711,19,T
1580326144616598164,145,1580326144616216897,,42.33878,-71.087685,34.0,328019.407215,4689502.45526,19,T
1580326146121106957,146,1580326146120490074,,42.3387733333,-71.0876866667,34.2,328019.251736,4689501.71835,19,T
1580326147626290876,147,1580326147625813007,,42.33877,-71.0876883333,34.4,328019.105345,4689501.35158,19,T
1580326149131561853,148,1580326149130970954,,42.3387666667,-71.0876866667,34.7,328019.233561,4689500.97807,19,T
1580326150635596744,149,1580326150635149955,,42.338765,-71.0876883333,35.0,328019.091714,4689500.79637,19,T
1580326153646955493,150,1580326153646307945,,42.338765,-71.0876916667,35.3,328018.817107,4689500.80311,19,T
1580326155153148054,151,1580326155152616977,,42.338765,-71.0876916667,35.7,328018.817107,4689500.80311,19,T
1580326156658737794,152,1580326156658179044,,42.33876,-71.0876966667,36.1,328018.391565,4689500.25801,19,T
1580326158164680145,153,1580326158164118051,,42.3387566667,-71.0876966667,36.4,328018.382477,4689499.88787,19,T
1580326160098995584,154,1580326160098491907,,42.3387533333,-71.0877016667,36.8,328017.961479,4689499.52784,19,T
1580326163108783666,155,1580326163107960939,,42.3387533333,-71.0877016667,37.3,328017.961479,4689499.52784,19,T
1580326164613853425,156,1580326164613349914,,42.3387533333,-71.0877016667,37.8,328017.961479,4689499.52784,19,T
1580326166119742005,157,1580326166119224071,,42.3387566667,-71.0877,37.9,328018.10787,4689499.89461,19,T
1580326167624079206,158,1580326167623611927,,42.338755,-71.0877033333,38.0,328017.828719,4689499.71629,19,T
1580326169128561449,159,1580326169128134012,,42.3387566667,-71.087705,38.1,328017.69596,4689499.90473,19,T
1580326172137955926,160,1580326172137389898,,42.33876,-71.0877033333,38.1,328017.842351,4689500.2715,19,T
1580326173642063063,161,1580326173641537904,,42.33876,-71.087705,38.1,328017.705047,4689500.27487,19,T
1580326175145955849,162,1580326175145490884,,42.338755,-71.0877116667,38.0,328017.142202,4689499.73314,19,T
1580326176650674299,163,1580326176650087118,,42.3387583333,-71.087715,38.1,328016.876683,4689500.11003,19,T
1580326178156005428,164,1580326178155394077,,42.3387616667,-71.0877183333,38.2,328016.611164,4689500.48691,19,T
1580326181165345281,165,1580326181164843082,,42.338765,-71.0877216667,38.1,328016.345644,4689500.86379,19,T
1580326182670072594,166,1580326182669471979,,42.3387683333,-71.0877233333,38.1,328016.217429,4689501.2373,19,T
1580326184175430731,167,1580326184174849033,,42.3387716667,-71.0877233333,38.1,328016.226517,4689501.60745,19,T
1580326185681880214,168,1580326185681338071,,42.3387733333,-71.0877266667,38.0,328015.956454,4689501.79926,19,T
1580326187188123346,169,1580326187187581062,,42.3387783333,-71.08772,37.9,328016.519299,4689502.34099,19,T
1580326190197414007,170,1580326190196856021,,42.338775,-71.0877233333,38.0,328016.235604,4689501.97759,19,T
1580326192129858072,171,1580326192129050970,,42.3387716667,-71.0877266667,38.1,328015.95191,4689501.61419,19,T
1580326193637740122,172,1580326193637257099,,42.33877,-71.0877266667,38.3,328015.947366,4689501.42912,19,T
1580326195142082781,173,1580326195141496896,,42.3387633333,-71.0877366667,38.4,328015.105369,4689500.70906,19,T
1580326196648291893,174,1580326196647835969,,42.3387566667,-71.0877466667,38.7,328014.263373,4689499.98901,19,T
1580326199660699382,175,1580326199659915924,,42.3387533333,-71.0877466667,38.8,328014.254285,4689499.61886,19,T
1580326201167155605,176,1580326201166631937,,42.33875,-71.087745,39.0,328014.382501,4689499.24535,19,T
1580326202671791617,177,1580326202671200990,,42.338745,-71.0877433333,39.1,328014.506172,4689498.68677,19,T
1580326204175954938,178,1580326204175206899,,42.3387433333,-71.0877433333,39.0,328014.501629,4689498.5017,19,T
1580326205679181403,179,1580326205678756952,,42.3387416667,-71.087745,38.9,328014.359781,4689498.32,19,T
1580326208692129269,180,1580326208691514015,,42.3387416667,-71.08775,38.7,328013.947871,4689498.33011,19,T
1580326210196601122,181,1580326210196041107,,42.33874,-71.0877566667,38.6,328013.394113,4689498.15853,19,T
1580326211702850974,182,1580326211702220916,,42.33874,-71.0877666667,38.5,328012.570292,4689498.17875,19,T
1580326213210552824,183,1580326213209985017,,42.3387366667,-71.0877766667,38.5,328011.737382,4689497.82884,19,T
1580326214715755653,184,1580326214715234041,,42.3387316667,-71.08778,38.6,328011.449143,4689497.28037,19,T
1580326217727100696,185,1580326217726563930,,42.3387266667,-71.0877816667,38.8,328011.298208,4689496.72853,19,T
1580326219234134262,186,1580326219233540058,,42.3387216667,-71.0877833333,38.7,328011.147272,4689496.17669,19,T
1580326220739711161,187,1580326220739259958,,42.3387166667,-71.0877866667,38.7,328010.859033,4689495.62822,19,T
1580326222244494336,188,1580326222243957042,,42.3387133333,-71.0877916667,38.7,328010.438034,4689495.26819,19,T
1580326224197986066,189,1580326224197438955,,42.3387133333,-71.08779,38.7,328010.575338,4689495.26482,19,T
1580326227207926509,190,1580326227207382917,,42.3387133333,-71.08779,38.8,328010.575338,4689495.26482,19,T
1580326228714248852,191,1580326228713696956,,42.3387133333,-71.087785,38.9,328010.987249,4689495.25471,19,T
1580326230219179533,192,1580326230218379974,,42.3387116667,-71.0877833333,39.2,328011.120008,4689495.06626,19,T
1580326231726014030,193,1580326231725362062,,42.33871,-71.0877833333,39.3,328011.115464,4689494.88119,19,T
1580326233231419791,194,1580326233230655908,,42.33871,-71.08778,39.6,328011.390071,4689494.87445,19,T
1580326236241274118,195,1580326236240889072,,42.3387066667,-71.08778,39.8,328011.380983,4689494.50431,19,T
1580326237747160311,196,1580326237746543884,,42.3387033333,-71.0877816667,40.1,328011.234592,4689494.13754,19,T
1580326239252976830,197,1580326239252571105,,42.3387016667,-71.0877833333,40.2,328011.092744,4689493.95584,19,T
1580326240758675469,198,1580326240757936954,,42.3386983333,-71.0877883333,40.3,328010.671745,4689493.59581,19,T
1580326242263992195,199,1580326242263530015,,42.3386966667,-71.0877933333,40.5,328010.255291,4689493.42085,19,T
1580326245279129777,200,1580326245278665065,,42.338695,-71.0877983333,40.6,328009.838836,4689493.2459,19,T
1580326246783950464,201,1580326246783369064,,42.3386916667,-71.0878033333,40.6,328009.417837,4689492.88587,19,T
1580326248288947772,202,1580326248288434982,,42.3386883333,-71.0878083333,40.7,328008.996838,4689492.52584,19,T
1580326249794701715,203,1580326249793986082,,42.338685,-71.0878083333,40.7,328008.98775,4689492.1557,19,T
1580326251300649859,204,1580326251300100088,,42.33868,-71.0878166667,40.7,328008.287599,4689491.61735,19,T
1580326254311210831,205,1580326254310632944,,42.3386733333,-71.087825,40.7,328007.582905,4689490.89392,19,T
1580326255816247792,206,1580326255815684080,,42.338665,-71.0878316667,40.7,328007.010969,4689489.98205,19,T
1580326257780537604,207,1580326257780077934,,42.33866,-71.08783,40.7,328007.134641,4689489.42347,19,T
1580326259286233757,208,1580326259285789966,,42.3386583333,-71.0878266667,40.7,328007.404704,4689489.23165,19,T
1580326260791139674,209,1580326260790533065,,42.3386566667,-71.087825,40.8,328007.537464,4689489.04321,19,T
1580326263802229522,210,1580326263801616907,,42.3386583333,-71.0878233333,40.8,328007.679311,4689489.22491,19,T
1580326265306184119,211,1580326265305742979,,42.3386583333,-71.0878216667,40.8,328007.816615,4689489.22154,19,T
1580326266813274303,212,1580326266812710046,,42.338665,-71.0878133333,40.7,328008.52131,4689489.94497,19,T
1580326268319292737,213,1580326268318768978,,42.3386633333,-71.0878116667,40.8,328008.65407,4689489.75652,19,T
1580326269824713378,214,1580326269824202060,,42.3386616667,-71.0878116667,40.8,328008.649525,4689489.57145,19,T
1580326272834754666,215,1580326272834287881,,42.3386583333,-71.0878066667,40.7,328009.052348,4689489.1912,19,T
1580326274339235341,216,1580326274338874101,,42.3386566667,-71.0878,40.6,328009.597019,4689488.99264,19,T
1580326275844121310,217,1580326275843549966,,42.3386566667,-71.087795,40.5,328010.00893,4689488.98253,19,T
1580326277349344880,218,1580326277348985910,,42.3386566667,-71.0877866667,40.4,328010.695449,4689488.96567,19,T
1580326278854662131,219,1580326278854131937,,42.3386566667,-71.0877866667,40.4,328010.695449,4689488.96567,19,T
1580326281864634563,220,1580326281863940954,,42.33866,-71.087785,40.2,328010.84184,4689489.33244,19,T
1580326283370988266,221,1580326283370449066,,42.33866,-71.0877816667,40.1,328011.116448,4689489.3257,19,T
1580326284876184982,222,1580326284875682115,,42.33866,-71.0877783333,40.0,328011.391055,4689489.31896,19,T
1580326286380857993,223,1580326286380281925,,42.33866,-71.0877783333,39.9,328011.391055,4689489.31896,19,T
1580326287885032819,224,1580326287884331941,,42.3386583333,-71.0877916667,39.8,328010.288082,4689489.16086,19,T
1580326290895874248,225,1580326290895219087,,42.3386583333,-71.0878,39.6,328009.601563,4689489.17771,19,T
1580326292404087324,226,1580326292403580904,,42.3386583333,-71.0878,39.4,328009.601563,4689489.17771,19,T
1580326293910722831,227,1580326293910293102,,42.3386533333,-71.0878133333,39.2,328008.489501,4689488.64947,19,T
1580326295415016367,228,1580326295414561033,,42.3386583333,-71.0878166667,39.0,328008.228526,4689489.21143,19,T
1580326296920448369,229,1580326296920032978,,42.3386583333,-71.0878266667,39.0,328007.404704,4689489.23165,19,T
1580326299929172205,230,1580326299928384065,,42.33866,-71.0878316667,39.0,328006.997337,4689489.42684,19,T
1580326301434561744,231,1580326301434165000,,42.338665,-71.0878283333,38.9,328007.285577,4689489.97531,19,T
1580326302939858341,232,1580326302939445018,,42.3386583333,-71.0878283333,38.9,328007.2674,4689489.23503,19,T
1580326304446728960,233,1580326304446314096,,42.3386516667,-71.08783,38.9,328007.11192,4689488.49811,19,T
1580326305951513483,234,1580326305950921058,,42.3386533333,-71.087825,38.9,328007.528376,4689488.67307,19,T
1580326308963702797,235,1580326308963195085,,42.3386516667,-71.08783,39.1,328007.11192,4689488.49811,19,T
1580326310468998233,236,1580326310468411922,,42.33865,-71.087835,39.1,328006.695465,4689488.32316,19,T
1580326311975045651,237,1580326311974529027,,42.3386466667,-71.08784,39.0,328006.274466,4689487.96313,19,T
1580326313480019072,238,1580326313479429006,,42.3386416667,-71.087845,39.3,328005.848922,4689487.41803,19,T
1580326314984125210,239,1580326314983551979,,42.3386416667,-71.0878516667,39.3,328005.299707,4689487.43152,19,T
1580326317994460805,240,1580326317993573904,,42.3386416667,-71.087855,39.3,328005.0251,4689487.43826,19,T
1580326319499481719,241,1580326319498862028,,42.33864,-71.0878566667,39.4,328004.883252,4689487.25656,19,T
1580326321003897593,242,1580326321003350973,,42.3386383333,-71.08787,39.4,328003.780278,4689487.09846,19,T
1580326322509092531,243,1580326322508642911,,42.3386383333,-71.087885,39.4,328002.544544,4689487.1288,19,T
1580326324013713838,244,1580326324012871980,,42.338635,-71.0878966667,39.4,328001.57433,4689486.78226,19,T
1580326327023399510,245,1580326327022706031,,42.3386333333,-71.0879016667,39.3,328001.157874,4689486.6073,19,T
1580326328532230909,246,1580326328531563997,,42.3386366667,-71.0879033333,39.3,328001.029659,4689486.98082,19,T
1580326330036594029,247,1580326330036004066,,42.338645,-71.0879033333,39.3,328001.05238,4689487.90617,19,T
1580326331542766619,248,1580326331542304992,,42.338655,-71.08791,39.5,328000.530431,4689489.03008,19,T
1580326333050652671,249,1580326333050074100,,42.3386566667,-71.0879133333,39.6,328000.260368,4689489.22189,19,T
1580326336061147177,250,1580326336060450077,,42.33866,-71.0879133333,39.3,328000.269457,4689489.59203,19,T
1580326337567982870,251,1580326337567591905,,42.3386666667,-71.087915,39.0,328000.15033,4689490.33569,19,T
1580326339073657916,252,1580326339073180913,,42.33867,-71.0879166667,38.8,328000.022115,4689490.7092,19,T
1580326340577598160,253,1580326340577130079,,42.3386716667,-71.087915,38.5,328000.163963,4689490.8909,19,T
1580326342081541603,254,1580326342081027030,,42.33867,-71.08792,38.4,327999.747508,4689490.71594,19,T
1580326345090035309,255,1580326345089330911,,42.3386716667,-71.0879216667,38.2,327999.614748,4689490.90439,19,T
1580326346595918925,256,1580326346595082998,,42.338675,-71.0879233333,37.9,327999.486533,4689491.2779,19,T
1580326348101019978,257,1580326348100583076,,42.3386783333,-71.0879333333,37.7,327998.6718,4689491.66827,19,T
1580326349606335805,258,1580326349605849981,,42.3386816667,-71.08794,37.5,327998.131674,4689492.0519,19,T
