%time,field.header.seq,field.header.stamp,field.header.frame_id,field.lat,field.lon,field.alt,field.utm_east,field.utm_north,field.zone_num,field.zone_letter
1580869510380226628,313,1580869510379693984,,42.34257,-71.0850133333,14.7,328249.824328,4689917.9057,19,T
1580869511390677088,314,1580869511390002012,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869512382680526,315,1580869512382153034,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869513386579120,316,1580869513385999917,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869514402863953,317,1580869514400860071,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869515390984773,318,1580869515390357017,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869516390831331,319,1580869516390283107,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869517407923803,320,1580869517407311916,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869518381460335,321,1580869518380815029,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869519389961661,322,1580869519389205932,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869520386872275,323,1580869520386228084,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869521381843791,324,1580869521381277084,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869522382179725,325,1580869522381577968,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869523382994736,326,1580869523382460117,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869524395169469,327,1580869524394359111,,42.34257,-71.085015,14.7,328249.687033,4689917.90906,19,T
1580869525372254564,328,1580869525371706008,,42.3425683333,-71.0850166667,14.1,328249.5452,4689917.72736,19,T
1580869526383717601,329,1580869526383121967,,42.3425716667,-71.0850116667,13.6,328249.966162,4689918.0874,19,T
1580869527374412377,330,1580869527373764991,,42.3425833333,-71.0849966667,13.3,328251.233586,4689919.3526,19,T
1580869528373479352,331,1580869528373142957,,42.3426016667,-71.084975,12.9,328253.068343,4689921.34461,19,T
1580869529400125953,332,1580869529399503946,,42.3426183333,-71.084955,12.7,328254.761266,4689923.15491,19,T
1580869530401948048,333,1580869530401273012,,42.342635,-71.084935,12.4,328256.454188,4689924.96522,19,T
1580869531380337783,334,1580869531379630088,,42.3426483333,-71.0849133333,12.1,328258.275327,4689926.40202,19,T
1580869532375697730,335,1580869532375053882,,42.3426583333,-71.0848916667,11.9,328260.08739,4689927.46868,19,T
1580869533372945929,336,1580869533372369050,,42.34266,-71.0848583333,11.7,328262.837827,4689927.58642,19,T
1580869534385959297,337,1580869534385415077,,42.3426516667,-71.0848183333,11.5,328266.110216,4689926.58027,19,T
1580869535388756089,338,1580869535388134002,,42.3426283333,-71.0847733333,11.5,328269.753651,4689923.89839,19,T
1580869536386901524,339,1580869536386311054,,42.3425916667,-71.08472,11.8,328274.047263,4689919.71911,19,T
1580869537377132145,340,1580869537376537084,,42.34255,-71.0846566667,12.5,328279.151038,4689914.96442,19,T
1580869538377502028,341,1580869538376895904,,42.3425,-71.084585,12.9,328284.91861,4689909.26756,19,T
1580869539391470293,342,1580869539390798091,,42.342445,-71.08451,13.3,328290.94717,4689903.00875,19,T
1580869540378043411,343,1580869540377516031,,42.34239,-71.084435,14.0,328296.975741,4689896.74996,19,T
1580869541377279790,344,1580869541376713991,,42.342335,-71.0843533333,14.5,328303.553506,4689890.4777,19,T
1580869542382592506,345,1580869542381921052,,42.3422766667,-71.0842733333,14.9,328309.984913,4689883.83868,19,T
1580869543377172841,346,1580869543376661062,,42.3422233333,-71.0841933333,15.3,328316.429943,4689877.75487,19,T
1580869544377801060,347,1580869544377229928,,42.3421716667,-71.0841166667,15.6,328322.604928,4689871.86287,19,T
1580869545377438456,348,1580869545376890897,,42.342125,-71.084035,16.7,328329.20542,4689866.51599,19,T
1580869546374222572,349,1580869546373610973,,42.3420733333,-71.0839583333,17.0,328335.380425,4689860.62401,19,T
1580869547377795799,350,1580869547376961946,,42.34202,-71.0838816667,17.2,328341.550906,4689854.54695,19,T
1580869548378305488,351,1580869548377806901,,42.341965,-71.083805,17.2,328347.716861,4689848.28484,19,T
1580869549385195272,352,1580869549384661912,,42.3419116667,-71.083725,17.3,328354.161957,4689842.20107,19,T
1580869550376900407,353,1580869550376317024,,42.3418566667,-71.083645,17.4,328360.602528,4689835.93223,19,T
1580869551377085632,354,1580869551376576900,,42.3418016667,-71.083565,17.4,328367.043111,4689829.6634,19,T
1580869552370118051,355,1580869552369559049,,42.3417466667,-71.0834866667,17.5,328373.346408,4689823.39795,19,T
1580869553379490655,356,1580869553378947973,,42.3416933333,-71.0834133333,17.9,328379.242361,4689817.32766,19,T
1580869554390724898,357,1580869554389484882,,42.341645,-71.0833366667,18.6,328385.426522,4689811.80586,19,T
1580869555375814965,358,1580869555375121116,,42.3415933333,-71.08326,18.9,328391.601624,4689805.91393,19,T
1580869556396126405,359,1580869556395361900,,42.3415383333,-71.0831816667,18.8,328397.904965,4689799.64849,19,T
1580869557375103363,360,1580869557374850988,,42.3414816667,-71.0831,18.5,328404.478379,4689793.19127,19,T
1580869558381471716,361,1580869558380866050,,42.341425,-71.0830133333,18.2,328411.463698,4689786.72396,19,T
1580869559398472247,362,1580869559397747039,,42.3413666667,-71.0829266667,18.0,328418.444496,4689780.07158,19,T
1580869560399674150,363,1580869560399024963,,42.3413066667,-71.0828416667,17.9,328425.283476,4689773.23751,19,T
1580869561377560927,364,1580869561377060890,,42.34125,-71.0827566667,17.7,328432.131536,4689766.77359,19,T
1580869562376696504,365,1580869562376128911,,42.3411916667,-71.082675,17.5,328438.70048,4689760.13133,19,T
1580869563376925907,366,1580869563376311063,,42.341135,-71.082595,17.2,328445.13667,4689753.6775,19,T
1580869564380282241,367,1580869564379683017,,42.34108,-71.0825183333,16.9,328451.302809,4689747.41548,19,T
1580869565370981704,368,1580869565370155096,,42.3410266667,-71.0824433333,16.6,328457.336193,4689741.3419,19,T
1580869566376912618,369,1580869566376135110,,42.340975,-71.08237,16.7,328463.236822,4689735.45676,19,T
1580869567374247713,370,1580869567373581886,,42.3409216667,-71.0822983333,16.4,328468.995629,4689729.38992,19,T
1580869568395374771,371,1580869568394715070,,42.34087,-71.0822283333,16.2,328474.62168,4689723.51151,19,T
1580869569410668431,372,1580869569410132884,,42.340825,-71.0821633333,16.1,328479.853971,4689718.38348,19,T
1580869570374183376,373,1580869570373613119,,42.3407883333,-71.0821083333,15.9,328484.285136,4689714.20097,19,T
1580869571374199945,374,1580869571373573064,,42.3407616667,-71.0820683333,15.7,328487.507804,4689711.15915,19,T
1580869572374649905,375,1580869572374083042,,42.340745,-71.0820433333,15.6,328489.521973,4689709.25802,19,T
1580869573374768375,376,1580869573374145984,,42.3407366667,-71.0820266667,15.7,328490.872306,4689708.29905,19,T
1580869574379672493,377,1580869574379018068,,42.3407366667,-71.08202,16.0,328491.421502,4689708.2856,19,T
1580869575378990012,378,1580869575378420114,,42.3407366667,-71.0820183333,16.1,328491.558801,4689708.28224,19,T
1580869576379164256,379,1580869576378576040,,42.3407366667,-71.0820183333,16.1,328491.558801,4689708.28224,19,T
1580869577378651738,380,1580869577378153085,,42.3407366667,-71.0820183333,16.1,328491.558801,4689708.28224,19,T
1580869578379778515,381,1580869578379254102,,42.3407366667,-71.0820183333,16.1,328491.558801,4689708.28224,19,T
1580869579397305248,382,1580869579396802902,,42.3407366667,-71.0820183333,16.2,328491.558801,4689708.28224,19,T
1580869580400625675,383,1580869580399965047,,42.3407366667,-71.0820183333,16.2,328491.558801,4689708.28224,19,T
1580869581399866705,384,1580869581399205923,,42.3407366667,-71.0820183333,16.2,328491.558801,4689708.28224,19,T
1580869582378417378,385,1580869582377816915,,42.3407366667,-71.0820183333,16.2,328491.558801,4689708.28224,19,T
1580869583378520250,386,1580869583377948999,,42.3407366667,-71.0820183333,16.2,328491.558801,4689708.28224,19,T
1580869584391697055,387,1580869584391017913,,42.3407366667,-71.0820183333,16.3,328491.558801,4689708.28224,19,T
1580869585378441491,388,1580869585377917051,,42.3407383333,-71.0820183333,16.3,328491.563333,4689708.46731,19,T
1580869586376645037,389,1580869586376105070,,42.3407383333,-71.0820183333,16.3,328491.563333,4689708.46731,19,T
1580869587376385278,390,1580869587375550985,,42.3407383333,-71.0820183333,16.3,328491.563333,4689708.46731,19,T
1580869588377083599,391,1580869588376544952,,42.3407383333,-71.0820183333,16.4,328491.563333,4689708.46731,19,T
1580869589379359431,392,1580869589378773927,,42.3407383333,-71.0820183333,16.4,328491.563333,4689708.46731,19,T
1580869590376940657,393,1580869590376285076,,42.3407383333,-71.0820183333,16.4,328491.563333,4689708.46731,19,T
1580869591375370460,394,1580869591374736070,,42.3407383333,-71.0820183333,16.5,328491.563333,4689708.46731,19,T
1580869592368011382,395,1580869592367059946,,42.3407416667,-71.082015,16.7,328491.846994,4689708.83073,19,T
1580869593369055031,396,1580869593368334054,,42.3407416667,-71.0820116667,16.7,328492.121593,4689708.824,19,T
1580869594382691886,397,1580869594381508111,,42.34074,-71.08201,16.7,328492.25436,4689708.63557,19,T
1580869595377222909,398,1580869595376636981,,42.34074,-71.0820066667,16.7,328492.528958,4689708.62884,19,T
1580869596378879414,399,1580869596378365993,,42.34074,-71.0820066667,16.7,328492.528958,4689708.62884,19,T
1580869597378085136,400,1580869597377597093,,42.34074,-71.0820066667,16.7,328492.528958,4689708.62884,19,T
1580869598377745817,401,1580869598377104997,,42.34074,-71.0820066667,16.7,328492.528958,4689708.62884,19,T
1580869599392790752,402,1580869599392138004,,42.3407416667,-71.0820066667,16.7,328492.53349,4689708.81392,19,T
1580869600377637554,403,1580869600377127885,,42.3407416667,-71.0820066667,16.8,328492.53349,4689708.81392,19,T
1580869601377188312,404,1580869601376679897,,42.3407416667,-71.0820066667,16.8,328492.53349,4689708.81392,19,T
1580869602378005420,405,1580869602377459049,,42.3407416667,-71.0820066667,16.8,328492.53349,4689708.81392,19,T
1580869603376456302,406,1580869603375952005,,42.3407416667,-71.0820066667,16.8,328492.53349,4689708.81392,19,T
1580869604376517093,407,1580869604375854969,,42.3407416667,-71.0820066667,16.8,328492.53349,4689708.81392,19,T
1580869605376875427,408,1580869605376300096,,42.3407416667,-71.0820066667,16.8,328492.53349,4689708.81392,19,T
1580869606397503025,409,1580869606396898031,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869607377165923,410,1580869607376653909,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869608377341611,411,1580869608376833915,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869609379538859,412,1580869609378794908,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869610397645202,413,1580869610396967887,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869611377488224,414,1580869611376959085,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869612376551646,415,1580869612375812053,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869613376476570,416,1580869613375828981,,42.3407416667,-71.0820066667,16.9,328492.53349,4689708.81392,19,T
1580869614381705196,417,1580869614381175994,,42.3407416667,-71.0820066667,17.0,328492.53349,4689708.81392,19,T
1580869615376257819,418,1580869615375515937,,42.3407416667,-71.0820066667,17.0,328492.53349,4689708.81392,19,T
1580869616377732020,419,1580869616377230882,,42.3407416667,-71.0820066667,17.0,328492.53349,4689708.81392,19,T
1580869617376936960,420,1580869617376429080,,42.3407416667,-71.0820066667,17.0,328492.53349,4689708.81392,19,T
1580869618398834478,421,1580869618398207902,,42.3407416667,-71.0820066667,17.0,328492.53349,4689708.81392,19,T
1580869619412787148,422,1580869619412133932,,42.3407416667,-71.0820066667,17.0,328492.53349,4689708.81392,19,T
1580869620377774398,423,1580869620377167940,,42.3407416667,-71.0820083333,17.0,328492.396191,4689708.81728,19,T
1580869621377929010,424,1580869621375649929,,42.3407416667,-71.0820083333,17.0,328492.396191,4689708.81728,19,T
1580869622372230504,425,1580869622371572017,,42.3407416667,-71.0820083333,17.0,328492.396191,4689708.81728,19,T
1580869623376792628,426,1580869623376286983,,42.3407416667,-71.0820083333,17.0,328492.396191,4689708.81728,19,T
1580869624380323577,427,1580869624378885984,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869625376264768,428,1580869625375523090,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869626378429735,429,1580869626377793073,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869627376918551,430,1580869627376298904,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869628377459632,431,1580869628376769065,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869629394208540,432,1580869629393719911,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869630398425210,433,1580869630397846937,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869631398850439,434,1580869631398240089,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869632377654713,435,1580869632377154111,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869633377174923,436,1580869633376671075,,42.3407416667,-71.0820083333,17.1,328492.396191,4689708.81728,19,T
1580869634379370399,437,1580869634378443002,,42.3407416667,-71.0820066667,17.1,328492.53349,4689708.81392,19,T
1580869635377688244,438,1580869635377194881,,42.3407383333,-71.0819983333,17.1,328493.210922,4689708.42696,19,T
1580869636370329353,439,1580869636369687080,,42.3407266667,-71.0819816667,17.0,328494.552192,4689707.09785,19,T
1580869637376732012,440,1580869637376610040,,42.3407083333,-71.0819566667,17.1,328496.561833,4689705.01165,19,T
1580869638372927803,441,1580869638372343063,,42.3406866667,-71.0819266667,16.9,328498.97431,4689702.54522,19,T
1580869639372260715,442,1580869639372057914,,42.3406666667,-71.0818983333,16.9,328501.25402,4689700.26722,19,T
1580869640371933282,443,1580869640371335029,,42.3406516667,-71.0818783333,17.1,328502.860829,4689698.56124,19,T
1580869641373158169,444,1580869641372566938,,42.3406433333,-71.0818683333,17.1,328503.661969,4689697.61572,19,T
1580869642372461522,445,1580869642371792078,,42.3406383333,-71.0818633333,17.3,328504.060273,4689697.05042,19,T
1580869643381292173,446,1580869643379892110,,42.3406433333,-71.081855,18.3,328504.760363,4689697.58883,19,T
1580869644391357690,447,1580869644390630006,,42.3406433333,-71.08185,18.8,328505.172261,4689697.57874,19,T
1580869645377171899,448,1580869645376570940,,42.34064,-71.081845,19.0,328505.575097,4689697.19852,19,T
1580869646371919222,449,1580869646371361017,,42.34063,-71.0818383333,19.0,328506.097107,4689696.07465,19,T
1580869647373218234,450,1580869647372662067,,42.3406133333,-71.0818366667,19.0,328506.189094,4689694.22058,19,T
1580869648373836537,451,1580869648373182058,,42.3405866667,-71.081845,19.0,328505.430097,4689691.27626,19,T
1580869649390961865,452,1580869649390367984,,42.3405566667,-71.0818683333,18.8,328503.426342,4689687.99205,19,T
1580869650372083685,453,1580869650371493101,,42.3405233333,-71.0819066667,18.7,328500.177826,4689684.36795,19,T
1580869651379696555,454,1580869651379110097,,42.3404833333,-71.0819533333,18.6,328496.224683,4689680.02039,19,T
1580869652375822470,455,1580869652373470067,,42.3404383333,-71.0820083333,18.2,328491.571441,4689675.13442,19,T
1580869653372415850,456,1580869653371695995,,42.3403883333,-71.0820683333,17.8,328486.492698,4689669.70333,19,T
1580869654379681757,457,1580869654379106044,,42.3403333333,-71.082135,17.4,328480.851152,4689663.73048,19,T
1580869655373777940,458,1580869655373115062,,42.3402766667,-71.0822066667,17.0,328474.793165,4689657.58265,19,T
1580869656392950013,459,1580869656392360925,,42.3402183333,-71.0822783333,16.6,328468.730635,4689651.24975,19,T
1580869657372141361,460,1580869657371515989,,42.3401583333,-71.08235,16.3,328462.663561,4689644.73179,19,T
1580869658371273528,461,1580869658370640039,,42.3400983333,-71.0824216667,16.1,328456.596477,4689638.21384,19,T
1580869659384586112,462,1580869659383898019,,42.34004,-71.08249,15.8,328450.808515,4689631.87423,19,T
1580869660392298527,463,1580869660391680955,,42.3399816667,-71.08256,15.6,328444.883242,4689625.53799,19,T
1580869661372235816,464,1580869661371432065,,42.3399216667,-71.08263,15.5,328438.953426,4689619.01669,19,T
1580869662374286940,465,1580869662373657941,,42.3398616667,-71.0827,15.4,328433.023599,4689612.49539,19,T
1580869663379160094,466,1580869663378623962,,42.3398033333,-71.0827716667,15.3,328426.960994,4689606.16253,19,T
1580869664385772738,467,1580869664385207891,,42.339745,-71.0828433333,15.1,328420.898377,4689599.82967,19,T
1580869665374303380,468,1580869665373605012,,42.3396866667,-71.0829116667,15.0,328415.110353,4689593.49009,19,T
1580869666378509644,469,1580869666377969980,,42.33963,-71.08298,14.8,328409.326852,4689587.33559,19,T
1580869667377080475,470,1580869667376429080,,42.339575,-71.0830433333,14.6,328403.959779,4689581.35607,19,T
1580869668398106743,471,1580869668397531986,,42.3395216667,-71.0831033333,14.5,328398.871836,4689575.5549,19,T
1580869669419054081,472,1580869669418370962,,42.339475,-71.08316,14.4,328394.076623,4689570.48729,19,T
1580869670374481089,473,1580869670373898983,,42.33943,-71.0832116667,14.3,328389.697844,4689565.59466,19,T
1580869671373435114,474,1580869671372795104,,42.3393916667,-71.0832583333,14.2,328385.749102,4689561.43222,19,T
1580869672377159107,475,1580869672376667976,,42.339355,-71.0833,14.1,328382.216796,4689557.44476,19,T
1580869673379883646,476,1580869673376743078,,42.3393133333,-71.083345,14.0,328378.396279,4689552.90883,19,T
1580869674397515460,477,1580869674396992921,,42.3392616667,-71.0833966667,14.3,328373.99934,4689547.27592,19,T
1580869675373503944,478,1580869675372890949,,42.3392083333,-71.08346,14.1,328368.636743,4689541.4815,19,T
1580869676372801703,479,1580869676371944904,,42.33915,-71.0835283333,14.1,328362.848625,4689535.14196,19,T
1580869677372371038,480,1580869677371779918,,42.3390883333,-71.0836,14.4,328356.776822,4689528.43902,19,T
1580869678376465515,481,1580869678375870943,,42.339025,-71.0836766667,14.7,328350.288563,4689521.5611,19,T
1580869679382025616,482,1580869679381428956,,42.33896,-71.0837533333,15.0,328343.795757,4689514.49812,19,T
1580869680392430183,483,1580869680391803979,,42.3388966667,-71.08383,15.2,328337.307473,4689507.62021,19,T
1580869681391653880,484,1580869681391031026,,42.3388333333,-71.083905,15.4,328330.95648,4689500.73895,19,T
1580869682372976840,485,1580869682372349023,,42.3387733333,-71.0839833333,15.3,328324.33994,4689494.23456,19,T
1580869683373197265,486,1580869683372611045,,42.3387166667,-71.084065,15.3,328317.457852,4689488.10705,19,T
1580869684377780424,487,1580869684376863002,,42.3386616667,-71.0841466667,15.2,328310.580288,4689482.16462,19,T
1580869685372808127,488,1580869685372147083,,42.3386083333,-71.0842316667,15.0,328303.432641,4689476.41399,19,T
1580869686374361391,489,1580869686373763084,,42.338555,-71.08432,14.8,328296.010375,4689470.6701,19,T
1580869687374160277,490,1580869687373536109,,42.3385016667,-71.0844066667,14.7,328288.725401,4689464.92286,19,T
1580869688373365500,491,1580869688372694969,,42.3384466667,-71.0844933333,14.5,328281.435877,4689458.99055,19,T
1580869689379724058,492,1580869689378390073,,42.3383916667,-71.0845816667,14.5,328274.009038,4689453.06162,19,T
1580869690372444130,493,1580869690371721982,,42.3383366667,-71.0846683333,14.7,328266.71949,4689447.12932,19,T
1580869691373341970,494,1580869691372767925,,42.3382816667,-71.084755,14.7,328259.429929,4689441.19703,19,T
1580869692378110422,495,1580869692377469062,,42.3382283333,-71.08484,14.7,328252.282199,4689435.44646,19,T
1580869693372466059,496,1580869693371833086,,42.3381733333,-71.0849266667,14.6,328244.992614,4689429.51419,19,T
1580869694376634174,497,1580869694375870943,,42.3381216667,-71.0850133333,14.4,328237.712093,4689423.95206,19,T
1580869695377042039,498,1580869695376533031,,42.3380666667,-71.0851016667,14.6,328230.285179,4689418.02317,19,T
1580869696376062768,499,1580869696375332117,,42.3380116667,-71.0851883333,14.5,328222.995557,4689412.09092,19,T
1580869697376023994,500,1580869697375333070,,42.3379566667,-71.0852766667,14.3,328215.568618,4689406.16205,19,T
1580869698376795389,501,1580869698376125097,,42.3379016667,-71.085365,14.3,328208.141667,4689400.23318,19,T
1580869699380516528,502,1580869699379872083,,42.3378466667,-71.0854533333,14.1,328200.714702,4689394.30432,19,T
1580869700379091045,503,1580869700378478050,,42.3377916667,-71.0855416667,14.0,328193.287726,4689388.37546,19,T
1580869701376407977,504,1580869701375726938,,42.3377416667,-71.085625,13.9,328186.286271,4689382.99173,19,T
1580869702376309680,505,1580869702375618934,,42.3376933333,-71.0857033333,13.8,328179.701262,4689377.78296,19,T
1580869703377101460,506,1580869703376578092,,42.337645,-71.0857766667,13.7,328173.528161,4689372.5641,19,T
1580869704381317737,507,1580869704380769014,,42.3375983333,-71.0858466667,13.6,328167.634203,4689367.52358,19,T
1580869705373399757,508,1580869705372809886,,42.3375533333,-71.0859216667,13.5,328161.332858,4689362.67824,19,T
1580869706373416180,509,1580869706372797966,,42.337505,-71.0859933333,13.3,328155.297036,4689357.45603,19,T
1580869707393476192,510,1580869707392760992,,42.3374583333,-71.0860666667,13.2,328149.128439,4689352.42226,19,T
1580869708374012758,511,1580869708373358011,,42.33741,-71.0861366667,13.3,328143.229906,4689347.19668,19,T
1580869709373344676,512,1580869709372747898,,42.3373633333,-71.08621,13.6,328137.061292,4689342.16292,19,T
1580869710377115534,513,1580869710376473903,,42.3373166667,-71.086285,13.8,328130.755362,4689337.13254,19,T
1580869711395990497,514,1580869711395410060,,42.33727,-71.0863616667,14.0,328124.312116,4689332.10553,19,T
1580869712377151913,515,1580869712376588106,,42.3372216667,-71.0864416667,14.2,328117.589707,4689326.90019,19,T
1580869713378135742,516,1580869713377506971,,42.3371733333,-71.0865216667,14.3,328110.867287,4689321.69486,19,T
1580869714384466763,517,1580869714383761882,,42.3371266667,-71.086605,14.4,328103.874785,4689316.68134,19,T
1580869715377963982,518,1580869715376378059,,42.3370816667,-71.086685,14.6,328097.161429,4689311.84616,19,T
1580869716377128621,519,1580869716376557111,,42.3370383333,-71.08676,14.6,328090.864526,4689307.18595,19,T
1580869717380335718,520,1580869717379719972,,42.336995,-71.0868316667,14.6,328084.842229,4689302.51901,19,T
1580869718400501127,521,1580869718399801969,,42.336955,-71.0869033333,14.7,328078.829009,4689298.22221,19,T
1580869719409060568,522,1580869719408386945,,42.336915,-71.0869683333,14.6,328073.365011,4689293.91194,19,T
1580869720380830269,523,1580869720380270957,,42.33688,-71.0870266667,14.6,328068.463863,4689290.1434,19,T
1580869721383159108,524,1580869721382599115,,42.3368466667,-71.08708,14.6,328063.979174,4689286.54983,19,T
1580869722384782536,525,1580869722384116888,,42.3368166667,-71.08713,14.5,328059.778182,4689283.31966,19,T
1580869723384845108,526,1580869723384238004,,42.3367916667,-71.0871716667,14.5,328056.277352,4689280.62785,19,T
1580869724402713605,527,1580869724401273012,,42.336765,-71.08721,15.0,328053.046592,4689277.74424,19,T
1580869725382658105,528,1580869725382045030,,42.3367383333,-71.0872483333,15.5,328049.81583,4689274.86063,19,T
1580869726383063269,529,1580869726382255077,,42.3367133333,-71.08729,15.6,328046.314992,4689272.16883,19,T
1580869727384077899,530,1580869727383379936,,42.3366866667,-71.08733,15.7,328042.946916,4689269.28859,19,T
1580869728382968907,531,1580869728382375955,,42.3366583333,-71.0873733333,15.8,328039.299679,4689266.23002,19,T
1580869729382329692,532,1580869729381752967,,42.33663,-71.08742,15.9,328035.377822,4689263.17819,19,T
1580869730395668994,533,1580869730394932031,,42.3366,-71.08747,15.7,328031.176802,4689259.94804,19,T
1580869731396837648,534,1580869731396210908,,42.3365683333,-71.0875233333,15.5,328026.696619,4689256.53956,19,T
1580869732375552786,535,1580869732374995946,,42.3365366667,-71.0875783333,15.3,328022.079123,4689253.13446,19,T
1580869733376728287,536,1580869733376179933,,42.3365016667,-71.0876333333,15.2,328017.452535,4689249.35921,19,T
1580869734379369320,537,1580869734378756999,,42.3364616667,-71.0876783333,14.9,328013.636163,4689245.00854,19,T
1580869735377332756,538,1580869735376569032,,42.3364166667,-71.0877133333,14.7,328010.630006,4689240.08242,19,T
1580869736384036818,539,1580869736383332967,,42.3363666667,-71.0877316667,14.4,328008.983301,4689234.56738,19,T
1580869737384855303,540,1580869737384219884,,42.3363133333,-71.08773,14.2,328008.975212,4689228.64175,19,T
1580869738383949844,541,1580869738383333921,,42.3362583333,-71.087705,14.0,328010.884904,4689222.48386,19,T
1580869739385351226,542,1580869739384751081,,42.3362,-71.0876633333,13.8,328014.158604,4689215.92211,19,T
1580869740380084116,543,1580869740379554986,,42.33614,-71.0876133333,13.7,328018.114312,4689209.15844,19,T
1580869741376745059,544,1580869741376027107,,42.3360783333,-71.0875566667,13.5,328022.614722,4689202.19622,19,T
1580869742373362095,545,1580869742372716903,,42.3360166667,-71.0874966667,13.4,328027.389761,4689195.22727,19,T
1580869743373152451,546,1580869743372512102,,42.335955,-71.087435,13.3,328032.302119,4689188.25494,19,T
1580869744372740088,547,1580869744372437000,,42.3358966667,-71.0873766667,13.3,328036.948953,4689181.6595,19,T
1580869745370264330,548,1580869745369677066,,42.335845,-71.087325,13.2,328041.064728,4689175.81783,19,T
1580869746371786766,549,1580869746371234893,,42.335805,-71.0872816667,13.1,328044.525759,4689171.2885,19,T
1580869747376398987,550,1580869747375554084,,42.335775,-71.0872516667,13.0,328046.915571,4689167.89657,19,T
1580869748377089006,551,1580869748376319885,,42.3357533333,-71.0872316667,12.9,328048.504237,4689165.45021,19,T
1580869749382973841,552,1580869749382421016,,42.33574,-71.0872183333,12.8,328049.566377,4689163.94268,19,T
1580869750377155352,553,1580869750376607894,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869751381588663,554,1580869751381064891,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869752382338430,555,1580869752381745100,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869753386197596,556,1580869753385673046,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869754394160954,557,1580869754393551111,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869755386107152,558,1580869755385534048,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869756384375272,559,1580869756383765935,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869757405078245,560,1580869757404542922,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869758385876833,561,1580869758385245084,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869759382923186,562,1580869759382369041,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869760383048435,563,1580869760382528066,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869761409895284,564,1580869761409368991,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869762383985843,565,1580869762383333921,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869763384583292,566,1580869763383949995,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869764388917385,567,1580869764387116909,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869765382171805,568,1580869765381505012,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869766384440012,569,1580869766383826017,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869767386320973,570,1580869767385713100,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
1580869768400954467,571,1580869768400295019,,42.335735,-71.0872133333,12.7,328049.96468,4689163.37736,19,T
