%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1580869197327565439,37,1580869197326457977,,-0.1846,0.0307,0.3323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197352888605,38,1580869197351767063,,-0.1822,0.0319,0.3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197376564613,39,1580869197375490903,,-0.1821,0.0415,0.3378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197402530479,40,1580869197401484966,,-0.1799,0.0342,0.3379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197428253205,41,1580869197426434040,,-0.1799,0.0366,0.3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197452538604,42,1580869197451390027,,-0.1822,0.0307,0.3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197477605928,43,1580869197476381063,,-0.1822,0.0307,0.3365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197502968142,44,1580869197501452922,,-0.1845,0.0404,0.3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197527528354,45,1580869197526444911,,-0.1845,0.0344,0.3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197553495044,46,1580869197551978111,,-0.1833,0.0379,0.3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197577447282,47,1580869197576343059,,-0.1822,0.0343,0.3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197602875733,48,1580869197601334095,,-0.1821,0.0439,0.3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197627475678,49,1580869197626512050,,-0.1821,0.0415,0.3378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197652161898,50,1580869197651154994,,-0.1834,0.0331,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197677327359,51,1580869197676194906,,-0.1834,0.0331,0.3405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197703315085,52,1580869197702220916,,-0.1857,0.0332,0.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197727860537,53,1580869197726372957,,-0.1822,0.0331,0.3365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197752317104,54,1580869197751198053,,-0.1787,0.033,0.3394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197777456737,55,1580869197776247978,,-0.1834,0.0355,0.3378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197802254555,56,1580869197801178932,,-0.1834,0.0355,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197827783944,57,1580869197826143026,,-0.1822,0.0379,0.3351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197852601061,58,1580869197851330995,,-0.1845,0.0344,0.3377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197877175107,59,1580869197876049041,,-0.1845,0.0344,0.3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197902772841,60,1580869197901663064,,-0.1811,0.033,0.3379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197927122713,61,1580869197926057100,,-0.1845,0.0332,0.3405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580869197952644401,62,1580869197951451063,,-0.1845,0.0356,0.3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
